topic_id;topic_description;topic_sujet;topic_type;topic_url;topic_totem
50;Expérimenter la mobilité hydrogène via la compétence transports urbains de la Métropole;Développer les motorisations alternatives et les déplacements sobres en carbone;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=50;non
27;Structurer une Charte multi-EnR métropolitaine afin d’accompagner un développement concerté des énergies renouvelables respectueux de l’environnement et de la diversité des usages des sols;Impliquer les citoyens dans le développement des énergies renouvelables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=27;non
58;Encourager l’émergence d’une filière hydrogène;Développer les productions d'énergies renouvelables selon un mix énergétique compatible avec nos potentiels;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=58;non
348;identifier toutes les friches et travailler à leur réhabilitation avant de travailler en extension urbaine  ou en densifiant au mépris de la préservation d’espace de respiration;Limiter l'étalement urbain et développer la ville des courtes distances;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=348;non
359;Intégrer les entreprises dans la dynamique d’écologie industrielle et étendre le label d’éco quartier aux parcs d’activités;Préserver les ressources;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=359;non
268;Lutter contre les espèces invasives. Interdire les espèces invasives (ex. Obama nungara) dans les aménagements publics et créer une filière pour la gestion des invasives;Exemplarité des collectivités;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=268;non
387;Informer tout le monde que l'utilisation du plastique a des conséquences négatives sur l'environnement et la santé;Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=387;non
3;Développer la communication autour du référentiel Ville Durable d'Orléans Métropole : compilation de projets desquels on peut s'inspirer. Le promouvoir, communiquer sur les fiches actions et les rendre consultables par toutes et tous. A chaque projet, faire une évaluation.;Développer les productions d'énergies renouvelables selon un mix énergétique compatible avec nos potentiels;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=3;non
104;Informer et former les agents communaux et des autres institutions au risque inondation;Montée en compétences des acteurs du territoire face au risque inondation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=104;non
202;Rémunérer les services écosystémiques du monde agricole;Développer une agriculture durable, en adéquation avec les attentes des consommateurs, qui réponde aux enjeux du territoire, de ses habitants et de la Loi EGAlim;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=202;non
23;Privilégier la gouvernance citoyenne pour les grands projets photovoltaïques;Impliquer les citoyens dans le développement des énergies renouvelables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=23;non
163;Développer et encourager l'usage de l'auto-partage;Améliorer et développer les services de mobilité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=163;non
43;Favoriser l’équipement des particuliers et des industriels en chauffe-eaux solaires;Développer les productions d'énergies renouvelables selon un mix énergétique compatible avec nos potentiels;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=43;non
366;"Poursuivre la valorisation de la Loire et du Loiret, en ""allant plus loin«  sur les actions écologiques pour en faire un marqueur très qualitatif d'Orléans.";Préserver les ressources;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=366;non
306;Promouvoir / Soutenir le développement de projets exemplaires (sobres, passifs, usage de matériaux de réemploi, biosourcés, intégrant biodiversité);Structurer les filières professionnelles et acteurs pour une montée en compétence vers des rénovations performantes;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=306;non
63;Mettre en avant les labels;Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=63;non
355;Développer la géothermie profonde exploitable sur la Métropole, moins impactante sur l'air que la combustion;Préserver les ressources;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=355;non
411;Développer et soutenir la filière réemploi et réparation d'objets : chez les acteurs de l'ESS et grâce aux nouveaux espaces réemploi (ex: déchetteries + projet pilote sur St Pryvé st mesmin);Soutenir le développement d'une économie locale plus circulaire;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=411;oui
78;Former les élus et les agents aux enjeux en matière d’eau et de milieux aquatiques, commencer en interpellant par le biais d'un quizz;Communication sur la thématique de l'EAU;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=78;non
363;Travailler sur les matériaux de construction : créer de la circularité sur le territoire à travers des matériaux locaux et recourir à des matériaux « isolants éthiques et durables »;Préserver les ressources;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=363;non
91;Valoriser le patrimoine culturel du territoire lié à l'inondation (château de l'Isle, ouvrages, archives…);Sensibilisation de la population au risque inondation en portant une attention particulière au plus jeune;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=91;non
276;Cibler les ménages en précarité énergétique (bénéficiaires du FUL / CCAS / chèque énergie) pour des actions de sensibilisation aux éco-gestes et à la rénovation;Mobiliser l'ensemble des acteurs du territoire par une stratégie de sensibilisation et de communication sur les enjeux de la rénovation énergétique;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=276;non
242;Sensibiliser et mobiliser la population avec les outils existants et futurs (Museum, Parc de Loire, 24H Biodiversité,malle pédagodique,…)​;Sensibilisation de la population aux enjeux et aux solutions accessibles au plus grand nombre;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=242;oui
225;Adapter les moyens humains de la gestion et la conception des espaces pour atteindre les nouveaux objectifs​;Conception et gestion des espaces  favorables à la biodiversité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=225;oui
403;Agir sur/vers les collectifs pour ne pas tout faire reposer sur l'engagement individuel citoyen;Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=403;non
915;"Eduquer plus largement la jeunesse par l’expérience et le jeu ; dans ce cadre, utiliser pleinement nos équipements emblématiques (UTOM, comptoir du réemploi)";Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=915;non
904;Utiliser des matériaux biosourcés pour construire et rénover. En lien avec la rénovation énergétique;Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=904;non
379;Réutiliser les denrées potentiellement gaspillées en redistribution à vocation sociale;Développer une alimentation durable et anti-gaspillage;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=379;non
16;Structurer une Charte multi-EnR métropolitaine afin d’accompagner un développement concerté des énergies renouvelables respectueux de l’environnement et de la diversité des usages des sols;Energies renouvelables;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=16&refine.theme_id=EnR;non
120;Définir une gestion du système d'endiguement pour 2024;Mieux connaitre et adapter son territoire;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=120;non
215;Inciter les citoyens à jardiner en bio, avec des structures qui vont pourvoir aider les personnes.;Favoriser les espaces nourriciers (jardins, végétations urbaines, …) en ville pour augmenter les sources de production locales;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=215;non
927;Pérenniser et développer le nombre d’actifs agricoles (couveuse d’entreprise Terr’O, accompagnement des porteurs de projets, valorisation des métiers de la production).;Préserver le foncier agricole et maintenir une activité agricole durable, compétitive et innovante;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=927;non
90;Concevoir des espaces publics adaptés aux enjeux climatiques et donnant la priorité aux mobilités durables;Ville durable;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=90&refine.theme_id=Ville durable;non
76;Multiplier les espaces nourriciers en ville afin de fournir plus de nourriture locale par des jardins individuels, collectifs ou publics;Alimentation et agriculture;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=76&refine.theme_id=Alimentation;non
930;Faire connaître et valoriser la qualité des produits agricoles d’Orléans Métropole.;Eduquer et sensibiliser les habitants de la Métropole aux enjeux de l'agriculture et de l'alimentation durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=930;non
339;Développer la smart city : Accélérer le développement de la fibre. Répondre à la fracture entre les télétravailleurs (ceux équipés de la fibre et ceux qui ne le sont pas) et favoriser le télétravail, l'école à distance, les démarches administratives, les échanges sociaux, la consultation des open data...;Limiter l'étalement urbain et développer la ville des courtes distances;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=339;non
57;Engager dans le cadre d’une coopération avec les communautés de communes des Loges et du Val de Sully un Programme d’Actions et de Prévention du risque Inondation (PAPI) sur l’axe Loire : mieux connaitre nos systèmes d’endiguement, les renforcer, développer un système de surveillance en cas de crue en relai des actions jusque-là menées par la Direction Départementale des Territoires;Risque inondation;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=57&refine.theme_id=Inondation;non
99;Elaborer une stratégie de communication et de marketing territorial autour des enjeux de transition valorisant les actions de la Métropole et des communes et de celles réalisées par les autres acteurs du territoire (associations, entreprises, habitants);Gouvernance partagée;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=99&refine.theme_id=Gouvernance;non
274;Définir un langage commun à tous les acteurs pour une communication claire;Mobiliser l'ensemble des acteurs du territoire par une stratégie de sensibilisation et de communication sur les enjeux de la rénovation énergétique;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=274;non
392;Valoriser ces pratiques en termes de genre / Attention à ne pas reporter la charge mentale sur un seul membre du foyer;Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=392;non
26;Faire des prolongations avec des Assises 2 ! (dédiées aux EnR);Impliquer les citoyens dans le développement des énergies renouvelables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=26;non
289;Proposer un audit complet et gratuit pour formuler une prescription;Organiser un dispositif d'accompagnement à la rénovation énergétique du bâti;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=289;non
382;Soutenir la pratique du compostage de proximité dans le temps : pour son intérêt d'illustration de ce qu'est l'économie circulaire, à différentes échelles, en lien avec le développement des jardins partagés, dans différents contextes;Favoriser la gestion de proximité des biodéchets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=382;non
212;Développer les incroyables comestibles, légumes, arbres fruitiers dans les parterres de la métropole et faire adhérer les villes au mouvement Villes en Transition.;Favoriser les espaces nourriciers (jardins, végétations urbaines, …) en ville pour augmenter les sources de production locales;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=212;non
335;Développer des aménagements perméables pour lutter contre le risque inondation tout en créant des ilots de fraicheur par l’introduction du végétal;Adapter la ville au changement climatique;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=335;non
347;Adapter la cohabitation des différents types de mobilité en fonction de la configuration des rues;Limiter l'étalement urbain et développer la ville des courtes distances;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=347;non
17;Favoriser les bonnes pratiques et les équipements performants bois-énergie chez les particuliers;Energies renouvelables;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=17&refine.theme_id=EnR;non
18;Animer la filière géothermie;Energies renouvelables;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=18&refine.theme_id=EnR;non
19;Développer les réseaux de chaleur existants;Energies renouvelables;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=19&refine.theme_id=EnR;non
49;Concevoir et soutenir les évènements éco-responsables du territoire;Déchets et économie circulaire;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=49&refine.theme_id=Déchets et économie circulaire;non
52;Sensibilisation de la population au risque inondation, en portant une attention particulière aux plus jeunes;Risque inondation;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=52&refine.theme_id=Inondation;non
71;Développer les circuits courts vers les particuliers et professionnels de la restauration;Alimentation et agriculture;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=71&refine.theme_id=Alimentation;non
84;Réaliser des évaluations de projets urbains à l'aide de l'outil référentiel Ville Durable développé par la Métropole pour une appréciation 360° des performances environnementales et assurer l'intégration et le suivi des préconisations dans les projets;Ville durable;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=84&refine.theme_id=Ville durable;non
H2;Actions hors manifeste - Rénovation énergétique;Rénovation énergétique;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=H2&refine.theme_id=Rénovation;non
9;Renforcer les logiques de coopération entre professionnels de la rénovation afin de proposer des chantiers clé en main, multi-intervenants dans une logique de maitrise des coûts;Rénovation énergétique;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=9&refine.theme_id=Rénovation;non
12;Agir spécifiquement en faveur du développement du photovoltaïque. Publication dès 2022 d’un appel à manifestation d’intérêt pour mettre à disposition des surfaces compatibles avec le développement de cette filière. Organisation en parallèle d’une démarche de stratégie foncière afin d’alimenter une base de données de surfaces disponibles qui pourront faire l’objet de séries d’appels à manifestation d’intérêt successifs;Energies renouvelables;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=12&refine.theme_id=EnR;non
30;Créer et présenter un baromètre de la nature : outil partagé  et grand public;Biodiversité;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=30&refine.theme_id=Biodiversité;non
33;Accélérer la mise en œuvre du Plan Vélo 2019;Mobilités durables;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=33&refine.theme_id=Mobilité;non
74;Créer une plateforme de gestion et de valorisation des biodéchets des professionnels et des collectivités;Alimentation et agriculture;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=74&refine.theme_id=Alimentation;non
83;Animer un réseau d'acteurs pour une montée en compétences du territoire autour de la construction de la Ville Durable;Ville durable;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=83&refine.theme_id=Ville durable;non
54;Création d’un PC de crise pour les communes et œuvrer au renforcement des coopérations intercommunales;Risque inondation;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=54&refine.theme_id=Inondation;non
63;Réduire les fuites d’eau et améliorer le rendement du réseau d’eau potable;Eau et milieux aquatiques;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=63&refine.theme_id=Eau;non
79;Encourager et soutenir les communes dans la mise en place de projets agricoles innovants.;Alimentation et agriculture;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=79&refine.theme_id=Alimentation;non
40;Développer le bois énergie;Développer les productions d'énergies renouvelables selon un mix énergétique compatible avec nos potentiels;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=40;non
229;Associer les experts dans la production d'idées ex. INRAE, LNE, ARB, CNRS, ONF…;Conception et gestion des espaces  favorables à la biodiversité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=229;non
257;Réaliser un inventaire des arbres d'intérêt sur toute la Métropole, les protéger dans le PLU métropolitain et vérifier leur conservation dans les permis de construire;La nature comme solution;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=257;non
149;Réorganiser le plan de circulation à l'échelle de la métropole pour limiter le trafic de transit dans la zone urbaine et donner la priorité aux modes actifs;Réorganiser la circulation et le stationnement motorisés;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=149;oui
344;Créer un maillage de parcs pour une accessibilité pour toutes et tous à moins de 10 minutes à pied de chaque habitation.;Limiter l'étalement urbain et développer la ville des courtes distances;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=344;non
101;Améliorer l'information des risques et des sinistres précédents lors des ventes immobilières;Montée en compétences des acteurs du territoire face au risque inondation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=101;non
116;Favoriser la réalisation de noues paysagères;Mieux connaitre et adapter son territoire;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=116;non
195;Installer de nouveaux producteurs (maraîchage, arboriculture, élevage, etc.), avec une notion pédagogique et de lien social entre producteurs et famille.;Préserver le foncier agricole et maintenir une activité agricole durable, compétitive et innovante;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=195;non
196;Trouver des porteurs de projet agricole en partenariat avec les structures de formation, la couveuse et soutenir financièrement l'installation (terre, bâtiment, forage...) et épauler sur le temps long (ex. tutorat);Préserver le foncier agricole et maintenir une activité agricole durable, compétitive et innovante;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=196;non
327;Permettre aux entreprises de travailler ensemble sur des sujets concrets comme les biomatériaux, en lien avec l'Université.;Animer un réseau d'acteurs pour une montée en compétences du territoire autour de la construction de la Ville Durable;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=327;non
128;Inverser les principes d'aménagement de l'espace public en donnant la priorité et plus de place aux usagers les plus vulnérables  (1-piéton, 2-vélo/transports en commun 3-véhicules);(Ré)aménager l'espace public et les voiries en donnant la priorité aux mobilités durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=128;non
132;Oser l'expérimentation dans l'aménagement des espaces publics (suppression signalétique, pistes cyclables transitoires…);(Ré)aménager l'espace public et les voiries en donnant la priorité aux mobilités durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=132;non
139;Accélérer la mise en œuvre du Plan Vélo 2019;(Ré)aménager l'espace public et les voiries en donnant la priorité aux mobilités durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=139;oui
932;Expérimenter la mise en place d’une instance citoyenne mixte chargée du suivi et de l’évaluation annuelle de la feuille de route de la transition écologique;;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=932;non
18;Inspirer et communiquer sur les initiatives qui ont fonctionné ailleurs sur le sujet,  montrer par la preuve, notamment chez les collectivités ! dans leurs bâtiments par exemple.;Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=18;non
19;"Amener un catalogue des possibilités en matière de sobriété et de développement des énergies renouvelables. ""Pour les particuliers et pour les collectivités : les projets mis en oeuvre ailleurs pour les répliquer ici.""";Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=19;non
270;Penser les projets urbains en protégeant la végétation existante le plus possible notamment les arbres plutôt que de compenser la destruction à postériori;Exemplarité des collectivités;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=270;non
400;Produire une cartographie / un annuaire des solutions déjà  existantes sur le territoire : vente en vrac, ateliers anti-gaspi, boutiques réemploi,  selon mode/lieu de vie/moyens > action inclusive;Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=400;non
198;Aider les producteurs à se convertir en bio, et passer des céréales aux légumineuses.;Développer une agriculture durable, en adéquation avec les attentes des consommateurs, qui réponde aux enjeux du territoire, de ses habitants et de la Loi EGAlim;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=198;non
112;Valorisation des zones inconstrutibles (biodiversité);Mieux connaitre et adapter son territoire;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=112;non
375;"Encourager la mise en place de filière de transformation type ""conserveries"" pour la valorisation des produits non distribuables dans les banques alimentaires";Développer une alimentation durable et anti-gaspillage;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=375;non
365;Chercher à protéger la biodiversité présente sur le site des Groues avec une surface en eau comme celle aménagée au parc de l'Etuvée (inventaire réalisé par LNE, étude d'impact de la ZAC);Préserver les ressources;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=365;non
299;Développer la formation initiale et continue des professionnels locaux de la filière bâtiment / énergie;Structurer les filières professionnelles et acteurs pour une montée en compétence vers des rénovations performantes;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=299;oui
32;Développer des installations grâce à des tiers-investisseurs;Impulser la dynamique du territoire en prenant appui sur la société à créer Orléans Métropole Energies;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=32;non
900;Publication dès 2022 d’un appel à manifestation d’intérêt pour mettre à disposition des surfaces compatibles avec le développement de cette filière. Organisation en parallèle d’une démarche de stratégie foncière afin d’alimenter une base de données de surfaces disponibles qui pourront faire l’objet de séries d’appels à manifestation d’intérêt successifs;Agir spécifiquement en faveur du développement du photovoltaïque;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=900;non
9;"Développer une information neutre pour aider à la décision des politiques, tiers de confiance, scientifique. Eviter la logique ""mon énergie, c'est la meilleure"".";Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=9;non
399;"Inscrire les collectivités dans dans l'initiative ambitieuse et rayonnante ""territoire zéro déchet""";Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=399;non
214;Développer les connaissances intergénérationnelles autour du jardinage et de l’autonomie alimentaire : produire soi même son alimentation;Favoriser les espaces nourriciers (jardins, végétations urbaines, …) en ville pour augmenter les sources de production locales;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=214;non
273;Développer les évaluations des projets à l'aune des enjeux de biodiversité;Exemplarité des collectivités;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=273;non
150;Limiter le stationnement sur voirie au profit des stationnements en ouvrage, sur parcelle privée…;Réorganiser la circulation et le stationnement motorisés;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=150;non
246;Pour communiquer différemment, mettre en avant les démarches individuelles à envisager;Sensibilisation de la population aux enjeux et aux solutions accessibles au plus grand nombre;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=246;non
166;Mener des actions de communication et sensibilisation autour du partage de la voirie (éducation au code de la rue, respect du code de la route…);Sensibiliser et accompagner les usagers vers les mobilités durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=166;non
916;Inscrire les collectivités dans l’initiative ambitieuse et rayonnante « territoire zéro (pollution) plastiques »;Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=916;non
378;Valoriser et soutenir l'alimentation durable auprès des particuliers et des restaurations collectives;Développer une alimentation durable et anti-gaspillage;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=378;non
213;Développer un autre rapport à la végétalisation de la ville : moins ornementale, plus de fruitiers, potager partagés, utiliser les parcs différemment;Favoriser les espaces nourriciers (jardins, végétations urbaines, …) en ville pour augmenter les sources de production locales;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=213;non
328;Associer toutes les parties prenantes aux projets et prendre en compte les usages et pratiques;Animer un réseau d'acteurs pour une montée en compétences du territoire autour de la construction de la Ville Durable;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=328;non
141;Démultiplier le stationnement vélo (arceaux) sur l'espace public;(Ré)aménager l'espace public et les voiries en donnant la priorité aux mobilités durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=141;non
81;Former les jeunes générations, en leur donnant à voir l'histoire et les possibilités d'avenir. Contenu pédagogique sur l'eau, les milieux aquatiques, les inondations à tous les niveaux scolaires (écoles, collèges, lycées) avec une continuité dans les programmes éducatifs, adapté au niveau scolaire;Communication sur la thématique de l'EAU;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=81;oui
282;Etre innovant, S'inspirer des méthodes de marketing (panel d'utilisateurs) pour une communication plus efficace;Mobiliser l'ensemble des acteurs du territoire par une stratégie de sensibilisation et de communication sur les enjeux de la rénovation énergétique;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=282;oui
6;Partager les données de consommation pour inciter à la réduction (ex: défi Famille à Energie Positive);Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=6;non
16;Développer une thermographie aérienne pour cartographier les pertes énergétiques;Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=16;non
17;Montrer des sites exemplaires chez des particuliers pour donner à voir les gains en matière de mix énergétique;Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=17;non
260;Créer des espaces verts même de petite taille à lier avec les voies vertes / pistes cyclables à créer;La nature comme solution;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=260;non
263;"Conserver des ""corridors écologiques"" dans les parties urbaines";La nature comme solution;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=263;non
171;Développer l'apprentissage du vélo à tout âge;Sensibiliser et accompagner les usagers vers les mobilités durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=171;non
394;Agir vers et via les jeunes : trouver des relais auprès des enseignants, des éducateurs, des parents d'élèves, des assos culturelles et sportives;Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=394;non
219;Accompagner chaque nouveau projet urbain d'un projet d’agriculture urbaine;Favoriser les espaces nourriciers (jardins, végétations urbaines, …) en ville pour augmenter les sources de production locales;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=219;non
67;Désimperméabiliser les espaces urbains via des projets exemplaires et expérimentaux liant gestion de l’eau et végétalisation pour atteindre la conformité des systèmes d’assainissement;Gestion différenciées des eaux pluviales - Vers un territoire 0 rejet;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=67;non
370;Soutenir la recherche fondamentale dans de nombreux domaines, en particulier ceux des matériaux, de l'énergie et de la biodiversité (nature, eau);Développer la connaissance autour de la ville durable et ses ressources;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=370;non
284;Créer un guichet unique de la rénovation énergétique proposant un accompagnement de A à Z;Organiser un dispositif d'accompagnement à la rénovation énergétique du bâti;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=284;oui
290;Accompagner les habitants dans la lutte contre le démarchage abusif;Organiser un dispositif d'accompagnement à la rénovation énergétique du bâti;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=290;non
